Number,Date,Time_code,Time,Name,ID_Type,Photo,LAT,LONG,S_F_R,Number,H_V,D_T_C
705,25/06/2009,1,09:22,JOSE,HEAD,IMG_1285/86,20.39445,-87.31295,R,,,
706,25/06/2009,1,09:31,MAYA,HEAD,IMG_1287/88,20.3945,-87.31351667,R,,,
707,25/06/2009,1,09:31,VENUS,HEAD,IMG_1289,20.3945,-87.31351667,R,,,
708,25/06/2009,1,09:41,BUBBLES,HEAD,IMG_1290/91,20.394,-87.31328333,S,,,
709,25/06/2009,1,09:42,JUANITA,HEAD,IMG_1292/93,20.3941,-87.31333333,F,,,
710,25/06/2009,1,09:42,VENUS,HEAD,IMG_1294/95,20.39405,-87.31338333,F,,,
711,25/06/2009,1,09:44,BITSY,HEAD,IMG_1296/97,20.39416667,-87.31335,S,,,
712,25/06/2009,1,09:55,LIRIO,HEAD,IMG_1298/99,20.3944,-87.31383333,F,,,
713,25/06/2009,1,09:55,AMAPOLA,HEAD,IMG_1300/01,20.3944,-87.31383333,F,,,
714,25/06/2009,1,09:57,RODDY,HEAD,IMG_1302/03,20.39415,-87.31365,F,,,
717,25/06/2009,1,10:02,LENNON,HEAD,IMG_1306/07,20.394,-87.31358333,F,,,
718,25/06/2009,1,10:11,ANGEL,HEAD,IMG_1308/09,20.39506667,-87.31433333,F,,,
719,25/06/2009,1,10:12,WOODY,HEAD,IMG_1310/11,20.39513333,-87.3143,F,,,
720,25/06/2009,2,12:53,ZIGGY,HEAD,IMG_1312,20.39518333,-87.31393333,F,,,
721,25/06/2009,2,12:55,ASTRO,HEAD,IMG_1313-15,20.39545,-87.31405,F,,,
723,25/06/2009,2,13:02,JACK,HEAD,IMG_1319/20,20.39435,-87.31418333,F,,,
724,25/06/2009,2,13:09,DAMA,,IMG_1322,20.39466667,-87.31436667,F,,,
725,25/06/2009,2,13:09,VEGAS,HEAD,IMG_1323,20.39466667,-87.31436667,F,,,
726,25/06/2009,2,13:18,PLUTO,,44/50,20.39443333,-87.31463333,F,,,
727,25/06/2009,3,16:37,QUE ONDA,HEAD,IMG_1326/27,20.39381667,-87.31271667,S,,,
728,25/06/2009,3,16:40,WOODY,HEAD,IMG_1328-30,20.39418333,-87.3128,S,,,
729,25/06/2009,3,16:50,PLUTO,HEAD,IMG_1331-34,20.39465,-87.31358333,F,,,
730,25/06/2009,3,16:55,HEX,HEAD,IMG_1335/36,20.39408333,-87.31323333,R,,,
731,25/06/2009,3,16:59,SWEEP,L PROFILE,IMG_1337/38,20.39408333,-87.31338333,F,,,
732,25/06/2009,3,16:59,VENUS,HEAD,IMG_1340/41,20.39408333,-87.31338333,F,,,
733,25/06/2009,3,17:03,BLACKNOSE,HEAD,IMG_1339/42,20.39436667,-87.31356667,F,,,
734,25/06/2009,3,17:05,FRANKIE,CARAPACE,IMG_1343/44,20.39475,-87.31368333,F,,,
735,25/06/2009,3,17:05,RAYA,HEAD,IMG_1345/46,20.39475,-87.31368333,F,,,
738,25/06/2009,3,17:21,VEX,HEAD,IMG_1350,20.3945,-87.31431667,F,,,
739,29/06/2009,1,09:14,SPEEDY GONZALEZ,CARAPACE,IMG_0091,20.39378333,-87.31248333,S,,,
740,29/06/2009,1,09:34,DASH,HEAD,IMG_0092,20.3948,-87.31371667,S,,,
741,29/06/2009,1,09:36,HEX,HEAD,IMG_0093,20.39511667,-87.31376667,F,,,
742,29/06/2009,1,09:47,VENUS,HEAD,IMG_0094/95,20.39398333,-87.31355,F,,,
743,29/06/2009,1,09:58,WOODY,HEAD,IMG_0096,20.39515,-87.3143,F,,,
745,29/06/2009,2,13:04,HEX,HEAD,IMG_0103/04,20.39506667,-87.3137,F,5,H,
746,29/06/2009,2,13:10,VEGAS,HEAD,IMG_0105/06,20.39475,-87.31423333,F,,,
747,29/06/2009,2,13:15,VEX,HEAD,IMG_0107-09,20.3941,-87.3137,F,,,
748,29/06/2009,3,16:46,JOSE,HEAD,IMG_0849-52,20.39506667,-87.31343333,F,,,
749,29/06/2009,3,16:46,PLUTO,CARAPACE,IMG_0853-56,20.39506667,-87.31343333,F,,,
750,29/06/2009,3,16:46,ANTONIO,HEAD,IMG_0857/58,20.39506667,-87.31343333,S,,,
751,29/06/2009,3,16:53,LIZ,HEAD,IMG_0859-61,20.3952,-87.31355,S,,,
752,29/06/2009,3,16:55,DASH,HEAD,IMG_0862,20.39523333,-87.31376667,F,,,
753,29/06/2009,3,17:00,ESTRELLA,HEAD,IMG_0863-66,20.39426667,-87.3134,S,,,
754,29/06/2009,3,17:10,ANGEL,HEAD,IMG_0867-70,20.39478333,-87.31385,F/S,2,H,
755,29/06/2009,3,17:14,ASTRO,CARAPACE,IMG_0874/75,20.39538333,-87.31405,F,2,H,
756,29/06/2009,3,17:18,SCAR,HEAD,IMG_0876-78,20.39476667,-87.31405,F,,,
757,29/06/2009,3,17:23,FRANKIE,HEAD,IMG_0880/882,20.39405,-87.31356667,F,,,
758,29/06/2009,3,17:23,WINSTON,HEAD,IMG_0880/883-85,20.39405,-87.31356667,F,,,
759,29/06/2009,3,17:25,JACK,CARAPACE,IMG_0891-92,20.3941,-87.31343333,F,,,
760,29/06/2009,3,17:29,LENNON,HEAD,IMG_0893/4,20.39403333,-87.3137,F,,,
761,29/06/2009,3,17:30,VENUS,HEAD,IMG_0895-899,20.39403333,-87.31383333,F,,,
762,29/06/2009,3,17:34,DAMA,HEAD,IMG_0900/1,20.39476667,-87.31428333,S,,,
763,29/06/2009,3,17:39,QUE ONDA,HEAD,IMG_0902/3,20.39441667,-87.31448333,F,,,
764,02/07/2009,1,09:12,HEX,HEAD,IMG_0394/95,20.39613333,-87.31358333,R,,,
766,02/07/2009,1,09:17,NEW,,IMG_0398-400,20.39375,-87.3126,S,,,
768,02/07/2009,1,09:24,LIZ,HEAD,IMG_0404/05,20.39456667,-87.31325,S,,,
769,02/07/2009,1,09:29,MAYA,HEAD,IMG_0406/07,20.39405,-87.31326667,S,,,
770,02/07/2009,1,09:29,ROSA,HEAD,IMG_0408/09,20.39405,-87.31326667,F,,,
771,02/07/2009,1,09:36,AMAPOLA,HEAD,IMG_0410/11,20.39415,-87.31341667,F,,,
772,02/07/2009,1,09:36,ZIGGY,HEAD,IMG_0412/13,20.39415,-87.31341667,F,,,
773,02/07/2009,1,09:39,VEGAS,CARAPACE,IMG_0414/15,20.39416667,-87.31323333,S,,,
774,02/07/2009,1,09:39,WINSTON,HEAD,IMG_0416/17,20.39416667,-87.31323333,S,,,
775,02/07/2009,1,09:44,JACK,CARAPACE,IMG_0418/19,20.39485,-87.31368333,F,2,H,
776,02/07/2009,1,09:51,RODDY,HEAD,IMG_0420/21,20.39486667,-87.3138,F,,,
777,02/07/2009,1,09:58,LENNON,HEAD,IMG_0422/23,20.3942,-87.3138,F,,,
778,02/07/2009,1,09:59,VENUS,HEAD,IMG_0424/25,20.39418333,-87.31378333,F,,,
779,02/07/2009,1,09:59,BLACKNOSE,HEAD,IMG_0426-29,20.39418333,-87.31378333,F,,,
780,02/07/2009,1,10:02,ANGEL,HEAD,IMG_0430/32,20.39415,-87.31358333,F,6,,D
781,02/07/2009,1,10:04,LUNA LLENA,CARAPACE,IMG_0430/31,20.39391667,-87.31376667,F,,,
784,02/07/2009,1,10:13,CHARLIE,CARAPACE,IMG_0436,20.39485,-87.31421667,F,,,
786,02/07/2009,2,12:50,CHARLIE,NOTES,,20.39518333,-87.31313333,S,,,
787,02/07/2009,2,12:54,DASH,NOTES,,20.39518333,-87.31373333,F,,,
788,02/07/2009,2,12:58,ZIGGY,NOTES,,20.39501667,-87.31373333,F,,,
789,02/07/2009,2,13:06,JACK,NOTES,,20.39405,-87.31335,F,,,
790,02/07/2009,2,13:09,BLACKNOSE,NOTES,,20.39448333,-87.31378333,F,2,H,
791,02/07/2009,2,13:13,JOAQUIN,NOTES,,20.39531667,-87.31395,F,2,H,
792,02/07/2009,2,13:18,VEGAS,NOTES,,20.39481667,-87.3142,F,,,
793,02/07/2009,2,13:18,LIZ,NOTES,,20.39481667,-87.3142,F,,,
794,02/07/2009,2,13:23,VEX,NOTES,,20.39403333,-87.31361667,S,,,
795,02/07/2009,2,13:28,DAMA,NOTES,,20.39365,-87.31433333,F,,,
796,02/07/2009,3,16:46,LIZ,HEAD,IMG_1380/81,20.39396667,-87.3126,S,,,
797,02/07/2009,3,16:47,SWEEP,R PROFILE,IMG_1382/83,20.39405,-87.31241667,S,,,
798,02/07/2009,3,16:59,ESTRELLA,HEAD,IMG_1386/87,20.39463333,-87.31363333,S,,,
799,02/07/2009,3,17:01,SPLIT,HEAD,IMG_1388/89,20.3944,-87.31348333,F,7,,T/D
800,02/07/2009,3,17:04,MAYA,HEAD,IMG_1390/91,20.39416667,-87.31353333,S,,,
801,02/07/2009,3,17:05,ZAC,HEAD,IMG_1392/93,20.39411667,-87.31335,F,,,
802,02/07/2009,3,17:05,ZIGGY,HEAD,IMG_1394/95,20.39411667,-87.31335,F,,,
804,02/07/2009,3,17:06,JACK,HEAD,IMG_1397/98,20.39408333,-87.31336667,F,2,,
805,02/07/2009,3,17:13,NOMAD,HEAD,IMG_1399/400,20.394,-87.31338333,F,,,
808,02/07/2009,3,17:18,BITSY,HEAD,IMG_1405/06,20.3949,-87.31383333,F,,,
809,02/07/2009,3,17:20,CHICO,CARAPACE,IMG_1407,20.39503333,-87.31383333,F,,,
810,02/07/2009,3,17:26,DASH,HEAD,IMG_1411/12,20.39495,-87.31423333,F,,,
811,02/07/2009,3,17:28,AMAPOLA,HEAD,IMG_1413-15,20.39461667,-87.31416667,F,,,
812,02/07/2009,3,17:31,WINSTON,HEAD,IMG_1416,20.39415,-87.31366667,F,,,
813,02/07/2009,3,17:33,LENNON,HEAD,IMG_1417,20.39396667,-87.31365,F,,,
814,02/07/2009,3,17:35,VEX,HEAD,IMG_1419/20,20.39406667,-87.31385,F,,,
815,02/07/2009,3,17:36,RODDY,HEAD,IMG_1421/22,20.39413333,-87.31388333,F,2,H,
816,02/07/2009,3,17:39,DAMA,L PROFILE,IMG_1423-25,20.39471667,-87.31428333,F,,,
