Number,Date,Time_code,Time,Name,ID_Type,Photo,LAT,LONG,S_F_R,Number,H_V,D_T_C
364,18/05/2009,1,09:22,AMAPOLA,HEAD,IMG_0067/68,20.39516667,-87.31371667,F,,,
365,18/05/2009,1,09:25,BLACKNOSE,HEAD,IMG_0069/70,20.39461667,-87.31353333,R,,,
366,18/05/2009,1,09:27,BITSY,HEAD,IMG_0071/72,20.39451667,-87.31346667,F,,,
367,18/05/2009,1,09:38,RAMON,HEAD,IMG_0075/76,20.39461667,-87.31378333,F,,,
368,18/05/2009,1,09:44,ASTRO,HEAD,IMG_0077/78,20.39531667,-87.31438333,R,,,
369,18/05/2009,1,09:44,CHARLIE,CARAPACE,IMG_0079/80,20.39531667,-87.31438333,S,,,
370,18/05/2009,1,09:48,FRANKIE,HEAD,IMG_0081/82,20.39475,-87.31405,F,,,
371,18/05/2009,1,10:02,VENUS,HEAD,IMG_0083/84,20.39466667,-87.31421667,F,,,
372,18/05/2009,1,10:02,NAOMI,HEAD,IMG_0085/86,20.39466667,-87.31421667,F,,,
373,18/05/2009,1,10:06,WOODY,HEAD,IMG_0090/91/92,20.39518333,-87.31433333,F,,,
374,18/05/2009,2,12:43,SPEEDY GONZALEZ,CARAPACE,IMG_0095,20.39381667,-87.31235,S,,,
375,18/05/2009,2,12:46,QUE ONDA,HEAD,IMG_0096/97,20.39393333,-87.3126,R,,,
376,18/05/2009,2,12:52,LIZ,HEAD,IMG_0098/99,20.39511667,-87.31333333,S,,,
377,18/05/2009,2,12:55,HEX,HEAD,IMG_00100/101/102,20.39525,-87.31341667,F,,,
378,18/05/2009,2,12:56,BLACKNOSE,HEAD,IMG_00103/104,20.39526667,-87.31341667,S,,,
379,18/05/2009,2,12:57,JOAQUIN,CARAPACE,IMG_0107/108,20.3953,-87.31353333,S,,,
380,18/05/2009,2,13:32,VENUS,HEAD,IMG_0110-14,20.39471667,-87.31418333,F,,,
381,18/05/2009,2,13:32,VEGAS,HEAD,IMG_0115/16,20.39471667,-87.31418333,F,,,
382,18/05/2009,2,13:42,VEX,HEAD,IMG_0117/118,20.39401667,-87.31395,F,,,
383,18/05/2009,2,13:46,JOAQUIN,FEET,IMG_0119/20,20.39478333,-87.31413333,F,,,
384,18/05/2009,2,13:49,RATTY,HEAD,IMG_0121/122,20.39515,-87.3143,F,,,
385,18/05/2009,3,16:50,WOODY,HEAD,IMG_0123/24,20.39475,-87.31333333,F,,,
386,18/05/2009,3,16:52,DOT,HEAD,IMG_0125-28,20.39428333,-87.31315,S,,,
387,18/05/2009,3,16:55,QUE ONDA,HEAD,IMG_0129-133,20.39405,-87.31296667,S,,,
388,18/05/2009,3,17:02,JUANITA,HEAD,IMG_0134-138,20.3946,-87.31363333,F,,,
389,18/05/2009,3,17:04,DAMA,CARAPACE,IMG_0139-143,20.39475,-87.31375,F,,,
390,18/05/2009,3,17:10,UNOMAS,CARAPACE,IMG_0144-149,20.3944,-87.31355,F,,,
391,18/05/2009,3,17:12,BLACKNOSE,HEAD,IMG_0150-153,20.3942,-87.31351667,F,,,
392,18/05/2009,3,17:18,ZAC,HEAD,IMG_0154-158,20.39413333,-87.31386667,F,,,
393,18/05/2009,3,17:23,WINSTON,CARAPACE,IMG_0159-162,20.39401667,-87.31388333,F,,,
394,18/05/2009,3,17:23,VEX,CARAPACE,IMG_0163-166,20.39401667,-87.31388333,F,,,
395,21/05/2009,1,09:23,BITSY,HEAD,IMG_0198,20.3937,-87.3125,S,,,
396,21/05/2009,1,09:30,SPEEDY GONZALEZ,CARAPACE,IMG_0199/200,20.3948,-87.31331667,S,,,
397,21/05/2009,1,09:32,CHARLIE,CARAPACE,IMG_0201/202/203,20.39486667,-87.3133,R,,,
398,21/05/2009,1,09:35,LIZ,HEAD,IMG_0204/205,20.39505,-87.31351667,S,,,
399,21/05/2009,1,09:43,BLACKNOSE,HEAD,IMG_0206/207,20.39428333,-87.31338333,S,,,
400,21/05/2009,1,09:57,ASTRO,HEAD,IMG_0211/212,20.39538333,-87.31415,S,,,
401,21/05/2009,1,10:02,AMAPOLA,HEAD,IMG_0213/215,20.39485,-87.31395,F,,,
402,21/05/2009,1,10:02,ZIGGY,HEAD,IMG_0213/214,20.39485,-87.31395,F,,,
404,21/05/2009,2,12:42,WOODY,HEAD,IMG_0216/217/218,20.39518333,-87.31303333,F,,,
405,21/05/2009,2,13:00,LENNON,HEAD,IMG_0219/220,20.39446667,-87.31341667,F,,,
406,21/05/2009,2,13:06,ANGEL,HEAD,IMG_0221/222/223,20.39355,-87.31268333,S,,,
407,21/05/2009,2,13:11,WINSTON,HEAD,IMG_0224,20.39423333,-87.3135,S,,,
410,21/05/2009,2,13:29,VEX,HEAD,IMG_0226/227,20.39406667,-87.31401667,F,,,
412,21/05/2009,3,16:57,DOT,CARAPACE,IMG_0231/232,20.39478333,-87.31333333,F,,,
413,21/05/2009,3,17:06,LENNON,HEAD,IMG_0233/34,20.39416667,-87.3135,F,,,
414,21/05/2009,3,17:06,ZAC,HEAD,IMG_0235/36,20.39416667,-87.3135,F,,,
415,21/05/2009,3,17:06,ESTRELLA,CARAPACE,IMG_0237/38,20.39416667,-87.3135,S,,,
416,21/05/2009,3,17:16,WINSTON,HEAD,IMG_0239/240,20.39405,-87.31346667,F,,,
417,21/05/2009,3,17:22,DAMA,HEAD,IMG_0245/246,20.39408333,-87.31343333,F,,,
419,21/05/2009,3,17:31,JORGE,HEAD,IMG_0249/250,20.39488333,-87.31388333,S/F,,,
420,21/05/2009,3,17:33,UNOMAS,CARAPACE,IMG_0251-253,20.39473333,-87.31376667,F,,,
423,21/05/2009,3,17:47,JUANITA,HEAD,IMG_0257/258,20.39466667,-87.31415,F,,,
424,21/05/2009,3,17:50,BUBBLES,HEAD,IMG_0259/260,20.3945,-87.31413333,F,,,
426,21/05/2009,3,17:57,MARIO,HEAD,IMG_0263/264,20.3948,-87.31426667,F,,,
465,25/05/2009,1,09:13,PLUTO,HEAD,IMG_0267/68,20.39381667,-87.31256667,R,,,
466,25/05/2009,1,09:15,DAMA,CARAPACE,IMG_0269/70,20.39386667,-87.31251667,S,,,
467,25/05/2009,1,09:16,ANTONIO,HEAD,IMG_0271/72,20.39393333,-87.31265,S,,,
468,25/05/2009,1,09:18,QUE ONDA,CARAPACE,IMG_0273-75,20.39406667,-87.31265,S,,,
469,25/05/2009,1,09:39,BLACKNOSE,HEAD,IMG_0276/77,20.39435,-87.31353333,F,,,
470,25/05/2009,1,09:41,FRANKIE,CARAPACE,IMG_0278/79,20.39445,-87.31361667,F,,,
471,25/05/2009,1,09:47,RATTY,CARAPACE,IMG_0280/81,20.39536667,-87.31416667,F,,,
472,25/05/2009,1,09:47,CHARLIE,CARAPACE,IMG_0282/83,20.39536667,-87.31416667,S,,,
474,25/05/2009,1,09:54,AMAPOLA,CARAPACE,IMG_0286/87,20.39436667,-87.31418333,F,,,
475,25/05/2009,1,10:04,ZIGGY,HEAD,IMG_0288/89,20.39513333,-87.31425,S,,,
476,25/05/2009,2,13:20,LIZ,HEAD,IMG_0290,20.395,-87.3133,S,,,
479,25/05/2009,2,13:54,QUE ONDA,HEAD,IMG_0292/93,20.39461667,-87.31475,F,,,
480,25/05/2009,3,16:55,JOSE,HEAD,IMG_0298/99,20.39403333,-87.31236667,S,,,
484,25/05/2009,3,17:39,SPEEDY GONZALEZ,CARAPACE,IMG_0305/06,20.3942,-87.3132,S,,,
485,25/05/2009,3,17:53,UNOMAS,CARAPACE,IMG_0307/08,20.39465,-87.31378333,F,,,
487,25/05/2009,3,18:04,AMAPOLA,HEAD,IMG_0312/313,20.3947,-87.31395,S,,,
488,25/05/2009,3,18:04,DAMA,HEAD,IMG_0314/15,20.3947,-87.31395,F,,,
489,25/05/2009,3,18:10,BITSY,HEAD,IMG_0316/17,20.39501667,-87.31403333,S,,,
490,25/05/2009,3,18:18,JACK,CARAPACE,IMG_0318-22,20.39406667,-87.314,F,,,
492,25/05/2009,3,18:18,BLACKNOSE,HEAD,IMG_0320-324,20.39406667,-87.314,F,,,
493,25/05/2009,3,18:18,LENNON,HEAD,IMG_0321-325,20.39406667,-87.314,F,,,
494,28/05/2009,1,09:04,ZIGGY,HEAD,IMG_0267-69,20.39521667,-87.31318333,F/S,,,
495,28/05/2009,1,09:25,WOODY,HEAD,IMG_0270/71,20.39463333,-87.3136,S,,,
496,28/05/2009,1,09:27,SPEEDY GONZALEZ,HEAD,IMG_0272-74,20.39441667,-87.31338333,S,,,
497,28/05/2009,1,09:42,ESPERANZA,CARAPACE,IMG_0275/76,20.39516667,-87.31408333,S,,,
498,28/05/2009,1,09:49,LOUIS,HEAD,IMG_0277,20.39456667,-87.31403333,F,,,
499,28/05/2009,1,09:49,RAYA,HEAD,IMG_0278,20.39456667,-87.31403333,F,,,
500,28/05/2009,1,09:49,AMAPOLA,HEAD,IMG_0279/80,20.39456667,-87.31403333,F,,,
501,28/05/2009,1,09:51,MARIO,HEAD,IMG_0281/82,20.39426667,-87.31388333,F,,,
502,28/05/2009,1,09:56,LIRIO,HEAD,IMG_0283,20.39395,-87.31346667,F,,,
504,28/05/2009,2,12:42,UNOMAS,CARAPACE,IMG_0286-88,20.39391667,-87.31261667,S,,,
505,28/05/2009,2,12:48,PLUTO,HEAD,IMG_0289,20.3951,-87.31341667,F,,,
506,28/05/2009,2,13:08,QUE ONDA,HEAD,IMG_0290,20.39448333,-87.31425,F,,,
508,28/05/2009,3,16:34,PLUTO,HEAD,IMG_0293-96,20.39521667,-87.3135,F,,,
509,28/05/2009,3,17:39,RAMON,HEAD,IMG_0297-99,20.3945,-87.31353333,F,,,
510,28/05/2009,3,17:53,BLACKNOSE,HEAD,IMG_0300-303,20.39418333,-87.31361667,F,,,
511,28/05/2009,3,17:53,VEX,CARAPACE,IMG_0304-06,20.39418333,-87.31361667,F,,,
512,28/05/2009,3,18:02,VENUS,HEAD,IMG_0307,20.39506667,-87.31415,S,,,
513,28/05/2009,3,18:04,UNOMAS,CARAPACE,IMG_308/09,20.3949,-87.3141,F,,,
515,28/05/2009,3,18:16,LIZ,HEAD,IMG_0312-14,20.39463333,-87.31438333,F,,,
516,01/06/2009,1,09:37,LIZ,HEAD,IMG_0267/68,20.39421667,-87.31345,R,,,
517,01/06/2009,1,09:44,DASH,HEAD,IMG_0269/70,20.3948,-87.31365,S,,,
519,01/06/2009,1,09:54,JOAQUIN,CARAPACE,IMG_0272,20.39515,-87.31411667,F,,,
520,01/06/2009,2,12:47,PLUTO,CARAPACE,IMG_0273,20.39513333,-87.31345,F/S,,,
521,01/06/2009,2,12:47,ANTONIO,HEAD,IMG_0274,20.39513333,-87.31345,S,,,
523,01/06/2009,3,16:41,ZIGGY,HEAD,IMG_0276-78,20.39505,-87.31318333,F,,,
524,01/06/2009,3,16:51,RAMON,HEAD,IMG_0279,20.3948,-87.31331667,F,,,
525,01/06/2009,3,17:10,ZAC,HEAD,IMG_0281,20.39431667,-87.3136,F,,,
526,01/06/2009,3,17:17,WINSTON,HEAD,IMG_0282,20.39486667,-87.31383333,F,,,
527,01/06/2009,3,17:24,DASH,HEAD,IMG_0283-85,20.39478333,-87.31413333,F,,,
528,01/06/2009,3,17:30,BLACKNOSE,HEAD,IMG_0286-88,20.39416667,-87.31395,F,,,
529,01/06/2009,3,17:34,QUE ONDA,HEAD,IMG_0289,20.39453333,-87.31443333,F,,,
530,04/06/2009,1,09:19,JACK,CARAPACE,IMG_0267/68,20.3939,-87.3126,R,,,
531,04/06/2009,1,09:19,LIRIO,HEAD,IMG_0269,20.3939,-87.3126,R,,,
532,04/06/2009,1,09:31,ZIGGY,HEAD,IMG_0270/71,20.39495,-87.31355,F,,,
533,04/06/2009,1,09:33,HEX,HEAD,IMG_0272/73,20.39468333,-87.31341667,R,,,
534,04/06/2009,1,09:43,LOUIS,HEAD,IMG_0274/75,20.3944,-87.31385,F/S,,,
535,04/06/2009,1,09:45,RODDY,HEAD,IMG_0276/77,20.39455,-87.31378333,F,,,
536,04/06/2009,1,09:47,NAOMI,HEAD,IMG_0278/79,20.39476667,-87.31373333,F,,,
537,04/06/2009,1,09:52,DASH,HEAD,IMG_0280/81,20.395,-87.3141,F,,,
538,04/06/2009,1,09:55,QUE ONDA,HEAD,IMG_0282-84,20.39481667,-87.31401667,R,,,
539,04/06/2009,1,10:00,DAMA,HEAD,IMG_0285-86,20.39396667,-87.31321667,S,,,
540,04/06/2009,1,10:06,JORGE,HEAD,IMG_0287/88,20.3943,-87.31423333,F,,,
541,04/06/2009,2,12:37,ZIGGY,HEAD,IMG_0291,20.39491667,-87.3133,F,,,
542,04/06/2009,2,12:37,ANTONIO,HEAD,IMG_0292,20.39491667,-87.3133,F,,,
543,04/06/2009,2,13:04,HEX,HEAD,IMG_0294/95,20.39468333,-87.31391667,F,,,
544,04/06/2009,2,13:17,VEX,HEAD,IMG_0296/97,20.39405,-87.314,F,,,
545,04/06/2009,2,13:21,ANGEL,HEAD,IMG_0298,20.39458333,-87.31455,F,,,
546,04/06/2009,3,16:46,QUE ONDA,CARAPACE,IMG_0299-301,20.39395,-87.31263333,S,,,
547,04/06/2009,3,16:58,NAOMI,HEAD,IMG_0302/03,20.39453333,-87.31353333,F,,,
548,04/06/2009,3,17:02,SPEEDY GONZALEZ,CARAPACE,IMG_0304-07,20.39408333,-87.31303333,S,,,
549,04/06/2009,3,17:10,RAMON,HEAD,IMG_0308/09,20.3947,-87.31381667,F,,,
550,04/06/2009,3,17:10,HEX,HEAD,IMG_0310/11,20.3947,-87.31381667,F,,,
551,04/06/2009,3,17:18,LUNA LLENA,CARAPACE,IMG_0312/313,20.39481667,-87.31415,F,,,
553,04/06/2009,3,17:22,LOUIS,HEAD,IMG_0315/16,20.39438333,-87.31396667,F,,,
554,04/06/2009,3,17:27,LENNON,HEAD,IMG_0317/18,20.39408333,-87.31368333,F,,,
555,04/06/2009,3,17:29,LIRIO,HEAD,IMG_0319/20,20.39401667,-87.31378333,F,,,
556,04/06/2009,3,17:34,RODDY,HEAD,IMG_0321/22,20.39423333,-87.31418333,F,,,
557,08/06/2009,1,09:12,JACK,HEAD,IMG_0266,20.39373333,-87.3125,F,,,
559,08/06/2009,1,09:38,DAMA,HEAD,IMG_0268,20.39411667,-87.31321667,R,,,
560,08/06/2009,1,09:45,WINSTON,CARAPACE,IMG_0269/70,20.39418333,-87.31345,F,,,
561,08/06/2009,1,09:49,LOUIS,HEAD,IMG_0271/72,20.39478333,-87.31381667,F,,,
562,08/06/2009,1,09:52,ESPERANZA,CARAPACE,IMG_0273/74,20.3954,-87.31403333,F,,,
563,08/06/2009,1,09:57,DASH,HEAD,IMG_0275/76,20.39458333,-87.3141,S/F,,,
564,08/06/2009,1,09:59,RODDY,HEAD,IMG_0277/78,20.39436667,-87.31406667,F,,,
565,08/06/2009,1,10:09,QUE ONDA,HEAD,IMG_0279,20.39448333,-87.31465,S,,,
569,08/06/2009,3,16:47,UNOMAS,CARAPACE,IMG_0280/81,20.39393333,-87.31243333,R,,,
571,08/06/2009,3,17:01,JOAQUIN,CARAPACE,IMG_0284/85,20.3952,-87.31375,F,,,
572,08/06/2009,3,17:07,JACK,HEAD,IMG_0286,20.39415,-87.31333333,F,,,
573,08/06/2009,3,17:09,JUANITA,HEAD,IMG_0287,20.39425,-87.31313333,S,,,
574,08/06/2009,3,17:10,CHICO,HEAD,IMG_0288,20.39398333,-87.31311667,S,,,
575,08/06/2009,3,17:17,DAMA,HEAD,IMG_0289/90,20.3935,-87.31295,S,,,
576,08/06/2009,3,17:17,FRANKIE,CARAPACE,IMG_0291,20.3935,-87.31295,S,,,
577,08/06/2009,3,17:17,LOUIS,HEAD,IMG_0292,20.3935,-87.31295,S,,,
578,08/06/2009,3,17:21,LOUIS,HEAD,IMG_0293/94,20.39415,-87.31378333,S,,,
579,08/06/2009,3,17:21,SCAR,CARAPACE,IMG_0296,20.39458333,-87.3139,F,,,
580,08/06/2009,3,17:30,TICTAC,HEAD,IMG_0297,20.3951,-87.31398333,F,,,
581,08/06/2009,3,17:32,ROSA,HEAD,IMG_0298/99,20.39503333,-87.31395,S,,,
582,08/06/2009,3,17:34,HEX,HEAD,IMG_0300/01,20.3945,-87.31426667,F,,,
584,11/06/2009,1,09:30,DASH,HEAD,IMG_0002-4,20.3952,-87.31366667,F,,,
585,11/06/2009,1,09:40,VEX,CARAPACE,IMG_0005/6,20.3937,-87.3128,R,,,
586,11/06/2009,1,09:50,CHARLIE,CARAPACE,IMG_0007/8,20.39541667,-87.31401667,S,3,V,
587,11/06/2009,1,09:54,VEGAS,HEAD,IMG_0009/10,20.39481667,-87.31411667,F,2,V,D
588,11/06/2009,1,09:57,DAMA,HEAD,IMG_0011-13,20.3945,-87.31408333,S,,,
589,11/06/2009,1,09:57,JUANITA,HEAD,IMG_0014,20.3945,-87.31408333,F,,,
590,11/06/2009,1,10:09,MARIO,HEAD,IMG_0019-21,20.39455,-87.31441667,F,,,
591,11/06/2009,1,10:12,JOAQUIN,HEAD,IMG_0022/23,20.3951,-87.31441667,S,,,
592,11/06/2009,2,12:38,ANTONIO,HEAD,IMG_0024,20.39551667,-87.31303333,F,,,
594,11/06/2009,2,13:03,HEX,HEAD,IMG_0029-31,20.39488333,-87.31398333,F,,,
595,11/06/2009,2,13:03,SPEEDY GONZALEZ,CARAPACE,IMG_0032-36,20.39488333,-87.31398333,F,,,
596,11/06/2009,2,13:36,CHARLIE,HEAD,IMG_0037-40,20.3948,-87.31393333,F,,,
597,11/06/2009,2,13:39,VEGAS,HEAD,IMG_0041-44,20.3948,-87.3141,F,,,
598,11/06/2009,2,13:50,JACK,HEAD,IMG_0045-47,20.39401667,-87.31406667,F,1,,D/T/C
599,11/06/2009,2,13:53,VEX,HEAD,IMG_0048-52,20.39405,-87.31408333,S,,,
600,11/06/2009,2,13:55,ANGEL,HEAD,IMG_0056-58,20.39448333,-87.31445,F,,,
601,11/06/2009,2,13:57,QUE ONDA,HEAD,IMG_0059-63,20.3945,-87.3146,F,,,
602,11/06/2009,2,13:58,ASTRO,CARAPACE,IMG_0064-71,20.39456667,-87.31468333,F,,,
603,11/06/2009,3,16:38,JOSE,HEAD,IMG_0072,20.39416667,-87.31251667,S,,,
604,11/06/2009,3,16:46,CHARLIE,HEAD,IMG_0073-75,20.39506667,-87.31338333,S,,,
605,15/06/2009,1,09:17,VEGAS,HEAD,IMG_0002/03,20.3939,-87.31266667,S,,,
606,15/06/2009,1,09:21,ESTRELLA,CARAPACE,IMG_0004/05,20.3942,-87.31298333,S,,,
607,15/06/2009,1,09:44,JACK,HEAD,IMG_0009,20.3942,-87.3136,F,,,
608,15/06/2009,1,09:44,VEX,HEAD,IMG_0010,20.3942,-87.3136,F,5,V,T
609,15/06/2009,1,09:47,JUANITA,HEAD,IMG_0011,20.39411667,-87.31365,S,2,H,T
610,15/06/2009,1,09:52,LOUIS,HEAD,IMG_0012/13,20.3945,-87.31375,S,10,V,T
611,15/06/2009,1,09:56,SPEEDY GONZALEZ,CARAPACE,IMG_0014,20.39531667,-87.31386667,S,,,
612,15/06/2009,1,09:56,CHARLIE,CARAPACE,IMG_0015,20.39531667,-87.31386667,S,,,
613,15/06/2009,1,10:01,LUNA LLENA,CARAPACE,IMG_0016,20.39448333,-87.31423333,F,,,
615,15/06/2009,1,10:12,WOODY,HEAD,IMG_0018,20.39513333,-87.31453333,S,,,
616,15/06/2009,2,12:43,DASH,HEAD,IMG_0226-30,20.39391667,-87.31256667,S,,,
617,15/06/2009,2,12:51,RODDY,HEAD,IMG_0231-37,20.39521667,-87.31366667,F,,,
618,15/06/2009,2,12:59,BLACKNOSE,HEAD,IMG_0239-42,20.39425,-87.31365,F,,,
619,15/06/2009,2,13:02,JOAQUIN,HEAD,IMG_0243-46,20.39448333,-87.31371667,F,,,
620,15/06/2009,2,13:03,PLUTO,HEAD,IMG_0247_50,20.39465,-87.31376667,F,,,
621,15/06/2009,2,13:03,FRANKIE,CARAPACE,IMG_0251-54,20.39466667,-87.31381667,F,,,
622,15/06/2009,2,13:05,UNOMAS,HEAD,IMG_0255/6,20.39471667,-87.31386667,F,,,
624,15/06/2009,2,13:15,VEX,CARAPACE,IMG_0262-67,20.39416667,-87.31368333,F,,,
626,15/06/2009,2,13:23,ANGEL,HEAD,IMG_0274-79,20.39453333,-87.31458333,F,,,
627,15/06/2009,3,16:37,JOSE,HEAD,IMG_0019/20,20.39523333,-87.31313333,F,,,
628,15/06/2009,3,16:44,JACK,CARAPACE,IMG_0021/22,20.39396667,-87.3124,F,,,
629,15/06/2009,3,16:53,ZIGGY,HEAD,IMG_0023/24,20.39516667,-87.31353333,S,,,
630,15/06/2009,3,16:57,ROSA,HEAD,IMG_0025-27,20.39551667,-87.31338333,F,,,
631,15/06/2009,3,17:24,QUE ONDA,CARAPACE,IMG_0028/29,20.39451667,-87.3144,F,,,
632,15/06/2009,3,17:26,JORGE,HEAD,IMG_0030-32,20.39428333,-87.31438333,F,,,
633,15/06/2009,3,17:29,VEX,HEAD,IMG_0033-35,20.39431667,-87.31458333,F,,,
634,15/06/2009,3,17:31,PLUTO,CARAPACE,IMG_0036/37,20.39436667,-87.31466667,F,,,
636,15/06/2009,3,17:38,ESTRELLA,HEAD,IMG_0040/41,20.39498333,-87.31476667,F,,,
637,15/06/2009,3,17:38,LIZ,HEAD,IMG_0042/43,20.39498333,-87.31476667,F,,,
639,18/06/2009,1,09:17,HEX,NOTES,IMG_0005,20.39391667,-87.31231667,R,,,
640,18/06/2009,1,09:39,FRANKIE,CARAPACE,IMG_0006,20.39438333,-87.31358333,F,,,
641,18/06/2009,1,09:39,RODDY,HEAD,IMG_0007/8,20.39438333,-87.31358333,F,,,
642,18/06/2009,1,09:46,CHARLIE,HEAD,IMG_0010/11,20.3954,-87.31398333,F,,,
644,18/06/2009,1,09:49,AMAPOLA,HEAD,IMG_0014,20.39456667,-87.3138,F,,,
647,18/06/2009,2,12:43,RAMON,HEAD,IMG_0281-3,20.39481667,-87.31263333,R,,,
648,18/06/2009,2,13:00,VEX,HEAD,IMG_0284/5,20.3942,-87.31366667,F,,,
649,18/06/2009,2,13:03,UNOMAS,HEAD,IMG_0286/7,20.39333333,-87.3137,F,,,
650,18/06/2009,2,13:09,ANGEL,HEAD,IMG_0288/90,20.39478333,-87.31396667,S,,,
651,18/06/2009,2,13:11,HEX,HEAD,IMG_0291/92,20.39458333,-87.31395,F,,,
652,18/06/2009,3,16:30,ANTONIO,HEAD,IMG_0632/33,20.39533333,-87.31335,S/F,,,
653,18/06/2009,3,16:32,JOSE,HEAD,IMG_0634/55,20.39518333,-87.31311667,F,2,H,
654,18/06/2009,3,16:49,SPEEDY GONZALEZ,HEAD,IMG_0641/42,20.3952,-87.31366667,S,7,H,
655,18/06/2009,3,16:57,ZAC,HEAD,IMG_0643/44,20.39421667,-87.31346667,F,,,
656,18/06/2009,3,17:03,SWEEP,HEAD,IMG_0645/46,20.39473333,-87.31375,S,,,
657,18/06/2009,3,17:09,DASH,HEAD,IMG_0647/48,20.39485,-87.31416667,S/F,,,
658,18/06/2009,3,17:11,VEGAS,HEAD,IMG_0649/50,20.39473333,-87.31416667,F,,,
659,18/06/2009,3,17:14,NAOMI,HEAD,IMG_0651/52,20.39408333,-87.31385,F,,,
660,18/06/2009,3,17:16,VEX,HEAD,IMG_0653/54,20.394,-87.31368333,F,,,
661,18/06/2009,3,17:18,BLACKNOSE,HEAD,IMG_0655,20.39403333,-87.31386667,F,7,H/V,
662,18/06/2009,3,17:24,VENUS,HEAD,IMG_0656/57,20.39453333,-87.31435,F,,,
663,18/06/2009,3,17:24,BITSY,HEAD,IMG_0658/59,20.39453333,-87.31435,F,,,
664,18/06/2009,3,17:24,QUE ONDA,HEAD,IMG_0660/61,20.39453333,-87.31435,F,,,
665,18/06/2009,3,17:27,HEX,HEAD,IMG_0662/63,20.39495,-87.3144,F,,,
666,18/06/2009,3,17:27,ESPERANZA,CARAPACE,IMG_0664,20.39495,-87.3144,F,,,
667,18/06/2009,3,17:29,RAMON,HEAD,IMG_0665-67,20.39511667,-87.3143,S,,,
668,18/06/2009,3,17:29,LIZ,HEAD,IMG_0670/71,20.39511667,-87.3143,S,,,
669,22/06/2009,1,09:15,UNOMAS,CARAPACE,IMG_0652/53,20.39396667,-87.31258333,R,,,
670,22/06/2009,1,09:15,VEGAS,CARAPACE,IMG_0654,20.39398333,-87.31266667,S,,,
671,22/06/2009,1,09:20,DAMA,HEAD,IMG_0661/62,20.39405,-87.31303333,S,,,
672,22/06/2009,1,09:28,RAYA,NOTES,IMG_0663/64,20.39531667,-87.31375,S,,,
673,22/06/2009,1,09:29,JACK,CARAPACE,IMG_0665/66,20.39406667,-87.31341667,F,,,
674,22/06/2009,1,09:29,JUANITA,HEAD,IMG_0667/68,20.39413333,-87.3134,S/F,,,
675,22/06/2009,1,09:42,LIZ,HEAD,IMG_0669/70,20.39465,-87.31366667,F,12,H/V,
676,22/06/2009,1,09:45,ZIGGY,HEAD,IMG_0671/72,20.3949,-87.31375,S,12,H/V,
677,22/06/2009,1,09:47,LOUIS,HEAD,IMG_0674-76,20.39511667,-87.31391667,S,,,
678,22/06/2009,1,09:48,AMAPOLA,HEAD,IMG_0677/78,20.39521667,-87.314,S,,,
679,22/06/2009,1,09:50,CHARLIE,HEAD,IMG_0679/80,20.39531667,-87.31415,S/F,,,
680,22/06/2009,1,09:52,HEX,CARAPACE,IMG_0681/82,20.39528333,-87.31426667,R,,,
681,22/06/2009,1,09:54,RAMON,HEAD,IMG_0683-85,20.39505,-87.3141,F,,,
682,22/06/2009,1,09:57,FRANKIE,HEAD,IMG_0686/87,20.39436667,-87.31385,F,,,
683,22/06/2009,1,09:59,MAYA,HEAD,IMG_0688,20.39416667,-87.3135,S,,,
684,22/06/2009,1,09:59,SCAR,HEAD,IMG_0689/90,20.39416667,-87.3135,F,,,
685,22/06/2009,1,10:01,ZAC,HEAD,IMG_0691/92,20.394,-87.3136,F,,,
686,22/06/2009,1,10:05,RODDY,HEAD,IMG_0693/94,20.39436667,-87.31411667,F,,,
687,22/06/2009,1,10:06,LUNA LLENA,CARAPACE,IMG_0695/96,20.39436667,-87.31418333,F,,,
688,22/06/2009,1,10:08,DASH,HEAD,IMG_0697/98,20.39486667,-87.3144,F,,,
689,22/06/2009,1,10:10,ANGEL,HEAD,IMG_0699-701,20.39515,-87.31435,F,,,
690,22/06/2009,2,12:40,HEX,HEAD,IMG_0702/3,20.39386667,-87.3124,R,,,
691,22/06/2009,2,12:55,ZIGGY,HEAD,IMG_0704/5,20.3948,-87.31356667,S,,,
693,22/06/2009,2,13:05,JACK,HEAD,IMG_0708,20.39431667,-87.31353333,F,,,
694,22/06/2009,2,13:16,RAMON,HEAD,IMG_0709/10,20.3949,-87.31413333,S,,,
695,22/06/2009,2,13:22,VEX,HEAD,IMG_0711/12,20.3941,-87.31383333,F,1,D,
696,22/06/2009,3,16:41,ANGEL,HEAD,IMG_1264-66,20.39391667,-87.31266667,S,,,
697,22/06/2009,3,16:43,JACK,CARAPACE,IMG_1267/68,20.39395,-87.31258333,R,,,
699,22/06/2009,3,16:53,NAOMI,HEAD,IMG_1271,20.39438333,-87.31345,F,,,
700,22/06/2009,3,16:56,BITSY,HEAD,IMG_1272/73,20.39416667,-87.31325,S,,,
701,22/06/2009,3,17:08,DAMA,HEAD,IMG_1276/77,20.39468333,-87.31398333,S,,,
702,22/06/2009,3,17:11,WINSTON,HEAD,IMG_1278/79,20.39396667,-87.31375,F,,,
703,25/06/2009,1,09:16,ESPERANZA,CARAPACE,IMG_1280/81,20.39378333,-87.3123,S,,,
704,25/06/2009,1,09:19,PLUTO,CARAPACE,IMG_0182-84,20.39405,-87.31266667,S,,,
